,end_period_ts,end_period_utc,end_period_local,open_interest,volume,price_open,price_high,price_low,price_close,price_mean,price_previous,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,mid_cents,spread_cents,price_open_dollars,price_high_dollars,price_low_dollars,price_close_dollars,price_mean_dollars,price_previous_dollars,yes_bid_open_dollars,yes_bid_high_dollars,yes_bid_low_dollars,yes_bid_close_dollars,yes_ask_open_dollars,yes_ask_high_dollars,yes_ask_low_dollars,yes_ask_close_dollars,mid_dollars,spread_dollars,yes_sub_title,event_title,ticker,series_ticker
0,1747368000,2025-05-16 04:00:00+00:00,2025-05-16 00:00:00,35,35,19.0,33.0,19.0,33.0,26.0,,0,11,0,7,99,99,14,32,19.5,25.0,0.19,0.33,0.19,0.33,0.26,,0.0,0.11,0.0,0.07,0.99,0.99,0.14,0.32,0.195,0.25,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
1,1747454400,2025-05-17 04:00:00+00:00,2025-05-17 00:00:00,35,0,,,,,,33.0,7,11,6,11,32,33,14,14,12.5,3.0,,,,,,0.33,0.07,0.11,0.06,0.11,0.32,0.33,0.14,0.14,0.125,0.03,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
2,1747540800,2025-05-18 04:00:00+00:00,2025-05-18 00:00:00,140,105,14.0,14.0,14.0,14.0,14.0,33.0,11,11,10,11,14,14,14,14,12.5,3.0,0.14,0.14,0.14,0.14,0.14,0.33,0.11,0.11,0.1,0.11,0.14,0.14,0.14,0.14,0.125,0.03,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
3,1747627200,2025-05-19 04:00:00+00:00,2025-05-19 00:00:00,140,0,,,,,,14.0,11,11,11,11,14,14,13,13,12.0,2.0,,,,,,0.14,0.11,0.11,0.11,0.11,0.14,0.14,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
4,1747713600,2025-05-20 04:00:00+00:00,2025-05-20 00:00:00,1356,1216,13.0,14.0,13.0,14.0,13.0,14.0,11,13,11,13,13,14,13,14,13.5,1.0,0.13,0.14,0.13,0.14,0.13,0.14,0.11,0.13,0.11,0.13,0.13,0.14,0.13,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
5,1747800000,2025-05-21 04:00:00+00:00,2025-05-21 00:00:00,1357,1,14.0,14.0,14.0,14.0,14.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
6,1747886400,2025-05-22 04:00:00+00:00,2025-05-22 00:00:00,2559,1202,14.0,14.0,14.0,14.0,14.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
7,1747972800,2025-05-23 04:00:00+00:00,2025-05-23 00:00:00,3336,777,14.0,14.0,14.0,14.0,14.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
8,1748059200,2025-05-24 04:00:00+00:00,2025-05-24 00:00:00,3456,120,14.0,14.0,14.0,14.0,14.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
9,1748145600,2025-05-25 04:00:00+00:00,2025-05-25 00:00:00,3456,5,13.0,13.0,13.0,13.0,13.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
10,1748232000,2025-05-26 04:00:00+00:00,2025-05-26 00:00:00,3500,44,14.0,14.0,14.0,14.0,14.0,13.0,13,13,13,13,14,14,14,14,13.5,1.0,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
11,1748318400,2025-05-27 04:00:00+00:00,2025-05-27 00:00:00,3500,0,,,,,,14.0,13,13,13,13,14,14,14,14,13.5,1.0,,,,,,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
12,1748404800,2025-05-28 04:00:00+00:00,2025-05-28 00:00:00,3500,0,,,,,,14.0,13,13,13,13,14,14,14,14,13.5,1.0,,,,,,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
13,1748491200,2025-05-29 04:00:00+00:00,2025-05-29 00:00:00,3500,0,,,,,,14.0,13,13,13,13,14,14,14,14,13.5,1.0,,,,,,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
14,1748577600,2025-05-30 04:00:00+00:00,2025-05-30 00:00:00,3567,67,14.0,14.0,14.0,14.0,14.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
15,1748664000,2025-05-31 04:00:00+00:00,2025-05-31 00:00:00,3567,0,,,,,,14.0,13,13,13,13,14,14,14,14,13.5,1.0,,,,,,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
16,1748750400,2025-06-01 04:00:00+00:00,2025-06-01 00:00:00,3707,140,14.0,14.0,14.0,14.0,14.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
17,1748836800,2025-06-02 04:00:00+00:00,2025-06-02 00:00:00,4009,302,14.0,14.0,14.0,14.0,14.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
18,1748923200,2025-06-03 04:00:00+00:00,2025-06-03 00:00:00,4064,55,13.0,14.0,13.0,14.0,13.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
19,1749009600,2025-06-04 04:00:00+00:00,2025-06-04 00:00:00,5074,1010,14.0,14.0,14.0,14.0,14.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
20,1749096000,2025-06-05 04:00:00+00:00,2025-06-05 00:00:00,5074,33,13.0,13.0,13.0,13.0,13.0,14.0,13,13,13,13,14,14,14,14,13.5,1.0,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
21,1749182400,2025-06-06 04:00:00+00:00,2025-06-06 00:00:00,5203,139,13.0,14.0,13.0,14.0,13.0,13.0,13,13,13,13,14,14,14,14,13.5,1.0,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.135,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
22,1749268800,2025-06-07 04:00:00+00:00,2025-06-07 00:00:00,5248,50,13.0,13.0,13.0,13.0,13.0,14.0,13,13,11,11,14,14,13,13,12.0,2.0,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.14,0.14,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
23,1749355200,2025-06-08 04:00:00+00:00,2025-06-08 00:00:00,5248,0,,,,,,13.0,11,12,11,12,13,13,13,13,12.5,1.0,,,,,,0.13,0.11,0.12,0.11,0.12,0.13,0.13,0.13,0.13,0.125,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
24,1749441600,2025-06-09 04:00:00+00:00,2025-06-09 00:00:00,5376,262,11.0,13.0,11.0,13.0,12.0,13.0,12,12,11,11,13,13,13,13,12.0,2.0,0.11,0.13,0.11,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.13,0.13,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
25,1749528000,2025-06-10 04:00:00+00:00,2025-06-10 00:00:00,5412,36,13.0,13.0,13.0,13.0,13.0,13.0,11,11,11,11,13,13,13,13,12.0,2.0,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
26,1749614400,2025-06-11 04:00:00+00:00,2025-06-11 00:00:00,5455,123,13.0,13.0,12.0,12.0,12.0,13.0,11,12,11,12,13,13,13,13,12.5,1.0,0.13,0.13,0.12,0.12,0.12,0.13,0.11,0.12,0.11,0.12,0.13,0.13,0.13,0.13,0.125,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
27,1749700800,2025-06-12 04:00:00+00:00,2025-06-12 00:00:00,5563,108,13.0,13.0,13.0,13.0,13.0,12.0,12,12,12,12,13,13,13,13,12.5,1.0,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.125,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
28,1749787200,2025-06-13 04:00:00+00:00,2025-06-13 00:00:00,5570,7,13.0,13.0,13.0,13.0,13.0,13.0,12,12,11,11,13,13,13,13,12.0,2.0,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.13,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
29,1749873600,2025-06-14 04:00:00+00:00,2025-06-14 00:00:00,5722,152,13.0,13.0,13.0,13.0,13.0,13.0,11,11,11,11,13,13,13,13,12.0,2.0,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
30,1749960000,2025-06-15 04:00:00+00:00,2025-06-15 00:00:00,5722,0,,,,,,13.0,11,11,11,11,13,13,13,13,12.0,2.0,,,,,,0.13,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
31,1750046400,2025-06-16 04:00:00+00:00,2025-06-16 00:00:00,5722,108,11.0,11.0,11.0,11.0,11.0,13.0,11,11,11,11,13,13,13,13,12.0,2.0,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
32,1750132800,2025-06-17 04:00:00+00:00,2025-06-17 00:00:00,5722,0,,,,,,11.0,11,11,11,11,13,13,13,13,12.0,2.0,,,,,,0.11,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
33,1750219200,2025-06-18 04:00:00+00:00,2025-06-18 00:00:00,5107,807,11.0,11.0,11.0,11.0,11.0,11.0,11,11,10,11,13,13,12,12,11.5,1.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.13,0.13,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
34,1750305600,2025-06-19 04:00:00+00:00,2025-06-19 00:00:00,5228,313,12.0,12.0,12.0,12.0,12.0,11.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
35,1750392000,2025-06-20 04:00:00+00:00,2025-06-20 00:00:00,5228,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
36,1750478400,2025-06-21 04:00:00+00:00,2025-06-21 00:00:00,5228,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
37,1750564800,2025-06-22 04:00:00+00:00,2025-06-22 00:00:00,5228,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
38,1750651200,2025-06-23 04:00:00+00:00,2025-06-23 00:00:00,5228,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
39,1750737600,2025-06-24 04:00:00+00:00,2025-06-24 00:00:00,5274,46,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
40,1750824000,2025-06-25 04:00:00+00:00,2025-06-25 00:00:00,5274,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
41,1750910400,2025-06-26 04:00:00+00:00,2025-06-26 00:00:00,5234,40,11.0,11.0,11.0,11.0,11.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
42,1750996800,2025-06-27 04:00:00+00:00,2025-06-27 00:00:00,5234,0,,,,,,11.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
43,1751083200,2025-06-28 04:00:00+00:00,2025-06-28 00:00:00,5234,0,,,,,,11.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
44,1751169600,2025-06-29 04:00:00+00:00,2025-06-29 00:00:00,5392,158,12.0,12.0,12.0,12.0,12.0,11.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
45,1751256000,2025-06-30 04:00:00+00:00,2025-06-30 00:00:00,5392,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
46,1751342400,2025-07-01 04:00:00+00:00,2025-07-01 00:00:00,5392,145,11.0,11.0,11.0,11.0,11.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
47,1751428800,2025-07-02 04:00:00+00:00,2025-07-02 00:00:00,5595,203,12.0,12.0,12.0,12.0,12.0,11.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
48,1751515200,2025-07-03 04:00:00+00:00,2025-07-03 00:00:00,5602,7,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
49,1751601600,2025-07-04 04:00:00+00:00,2025-07-04 00:00:00,5656,54,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
50,1751688000,2025-07-05 04:00:00+00:00,2025-07-05 00:00:00,6440,933,12.0,12.0,11.0,11.0,11.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
51,1751774400,2025-07-06 04:00:00+00:00,2025-07-06 00:00:00,6842,402,12.0,12.0,12.0,12.0,12.0,11.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
52,1751860800,2025-07-07 04:00:00+00:00,2025-07-07 00:00:00,6857,15,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
53,1751947200,2025-07-08 04:00:00+00:00,2025-07-08 00:00:00,8858,2001,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
54,1752033600,2025-07-09 04:00:00+00:00,2025-07-09 00:00:00,9642,784,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
55,1752120000,2025-07-10 04:00:00+00:00,2025-07-10 00:00:00,9842,200,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
56,1752206400,2025-07-11 04:00:00+00:00,2025-07-11 00:00:00,9842,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
57,1752292800,2025-07-12 04:00:00+00:00,2025-07-12 00:00:00,9879,37,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
58,1752379200,2025-07-13 04:00:00+00:00,2025-07-13 00:00:00,10082,2203,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
59,1752465600,2025-07-14 04:00:00+00:00,2025-07-14 00:00:00,10135,53,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
60,1752552000,2025-07-15 04:00:00+00:00,2025-07-15 00:00:00,10135,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
61,1752638400,2025-07-16 04:00:00+00:00,2025-07-16 00:00:00,18558,8623,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
62,1752724800,2025-07-17 04:00:00+00:00,2025-07-17 00:00:00,18636,78,12.0,12.0,12.0,12.0,12.0,12.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
63,1752811200,2025-07-18 04:00:00+00:00,2025-07-18 00:00:00,18636,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
64,1752897600,2025-07-19 04:00:00+00:00,2025-07-19 00:00:00,18636,0,,,,,,12.0,11,11,11,11,12,12,12,12,11.5,1.0,,,,,,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
65,1752984000,2025-07-20 04:00:00+00:00,2025-07-20 00:00:00,24191,5555,12.0,13.0,12.0,13.0,12.0,12.0,11,12,11,11,12,13,12,13,12.0,2.0,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.13,0.12,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
66,1753070400,2025-07-21 04:00:00+00:00,2025-07-21 00:00:00,24191,0,,,,,,13.0,11,11,11,11,13,13,13,13,12.0,2.0,,,,,,0.13,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
67,1753156800,2025-07-22 04:00:00+00:00,2025-07-22 00:00:00,24212,21,13.0,13.0,13.0,13.0,13.0,13.0,11,11,11,11,13,13,13,13,12.0,2.0,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.12,0.02,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
68,1753243200,2025-07-23 04:00:00+00:00,2025-07-23 00:00:00,24212,47,11.0,11.0,11.0,11.0,11.0,13.0,11,11,11,11,13,13,12,12,11.5,1.0,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.11,0.11,0.13,0.13,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
69,1753329600,2025-07-24 04:00:00+00:00,2025-07-24 00:00:00,24733,700,12.0,13.0,11.0,11.0,12.0,11.0,11,11,11,11,12,13,12,12,11.5,1.0,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
70,1753416000,2025-07-25 04:00:00+00:00,2025-07-25 00:00:00,24733,39,12.0,12.0,12.0,12.0,12.0,11.0,11,11,11,11,12,12,12,12,11.5,1.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
71,1753502400,2025-07-26 04:00:00+00:00,2025-07-26 00:00:00,25009,937,12.0,13.0,11.0,11.0,11.0,12.0,11,11,11,11,12,13,12,12,11.5,1.0,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.12,0.115,0.01,France,2026 Men's World Cup winner?,KXMENWORLDCUP-26-FR,KXMENWORLDCUP
